pos(kpc),rotv(km/s)
6.975669965624298,218.01590280962571
5.1156978319740904,174.24725281542823
4.645026084949373,251.20952355656857
5.277665415518527,209.41001181060386
6.601898886465546,260.25072156060423
7.7860896556565,262.10924116018504
6.592752172399469,240.42348188814879
5.264060476434474,196.76621747542262
5.3218406952715425,136.3517418486863
5.912954253818531,268.08078397666543
5.4376333195767375,214.92711280678068
6.250720135524458,229.31402974112862
6.666999172858203,202.9638545398424
6.870802620230204,162.43145394085215
6.701759411437462,154.79728753401574
6.546633925687127,217.08451303371822
5.335383554885147,156.86344656680308
6.7758832314448405,192.32419498210942
5.3675136324317565,218.90211712330535
6.596567905341303,206.9802221473335
4.46480380950529,161.17166883560714
7.596599321457975,232.52542947486737
5.6511749861113625,231.4693989865049
5.005706234221107,95.62349587247724
7.7458781970990085,226.419249791066
4.567482508082385,165.71404816786804
3.218795963308371,144.0382924885889
4.50169329386838,158.75352307187788
6.674234936680912,244.83025240024793
5.382599192259457,244.29421211378198
7.649241130942445,265.4593667477543
6.622495838444091,211.6402433688475
3.834389351527752,238.39566449534368
4.517947124862047,158.4466829693937
7.937430125021933,207.80782256264962
5.564198667683525,184.36845220751815
5.959644836425436,239.4198279974236
2.7891319216249375,103.96595859261241
5.996760820347866,194.5964187704154
6.392022383948863,228.71976267938504
6.01482758441682,190.99741268636075
5.2855534405534055,183.00942615713626
5.276012089708337,211.03673858861265
6.279828709890014,216.73515544967316
5.769345754113851,161.9474137343557
5.764285386472621,210.93072825276948
5.5060024630854665,165.56532762985867
5.268429629934505,170.59073534576106
6.530161386281035,157.2593988566461
8.001730071053057,239.67190134980873
6.962846733807701,196.42323711846635
6.357200915108905,264.1210301653721
6.018930365677384,210.8082127132049
7.11914000923614,218.40564464030132
5.376791574631355,184.6422879404276
6.809520719053252,218.52633582134533
7.020677908056698,239.32392608409066
1.9796118118193538,175.17264525375427
5.136728003946981,185.2766907276007
7.054416287030287,228.86787123824007
7.425750046546321,199.86564601789385
7.696004214864876,199.27025995000986
7.869480659216102,223.5001673644412
4.674835353198396,198.79585540343552
5.2686556252933,85.6780043978972
6.889642554106957,268.20477695444987
7.518928579322909,223.05889612119896
5.821370748971663,232.8707964995005
5.5118044593795705,192.2706802559822
6.966419036603881,205.68603038039012
6.997138572462766,232.8083769420462
4.564601220168173,149.87649114367863
5.305573828001485,169.62962998436026
5.756775667926155,291.1792178128809
6.380237955599546,212.37403386997795
7.34856593131338,250.4679455551244
2.426223509064806,16.973724224341755
3.255048534398142,189.69751918118075
7.087506599447853,227.95536591107654
6.950192214930609,264.6376809394414
5.9236545769136875,145.1255762643876
4.717575805854573,158.21664719460264
7.303946167887186,238.025646729462
5.163756063620399,172.25644982831108
6.815407875261556,226.4095436453118
6.3601676699755485,183.3714621746276
6.559458252898045,231.57788917484228
5.799643255075889,208.34770687728565
6.821087001396732,217.0582904652451
5.447603851985163,157.63343704844954
7.347698762368432,190.82439409648683
5.793908236377475,167.20477189038783
7.065027721094933,169.3706100499405
7.907966941591284,232.77748356110297
5.660455880403219,132.92965508422145
5.295339456066852,238.88523019944594
6.989571954810043,251.04690610459113
6.686203433331172,239.15777055741566
7.643491475077884,203.18587093985812
7.622235912989037,231.82839053582026
7.588724357291261,230.60661526778227
5.107344695296209,153.82243924560925
6.5342418772067825,188.21606538069943
6.514078269123904,247.73180604455305
7.784465083837163,202.37232620710427
2.693774291098063,207.4528309797203
7.025924202950133,210.1198700985842
4.720020872859119,231.66705560759712
6.6587642355649255,194.8137064602795
4.970315557752329,209.44453006339788
7.340345426530161,242.0463123405183
7.272946595034911,166.484835726303
7.34651381279516,219.3452135993811
5.402054188226049,219.47624538224946
7.176853497972283,232.6313789233047
6.522026738628055,227.50756339045694
6.536622878124868,235.31376441436274
6.753629092363902,252.37526629040255
7.144171689154987,198.63253136052325
6.667750253027277,280.6098120392218
7.179119039364009,225.52718052282236
6.2010954313410425,217.98995214028977
6.833349049248911,175.67223181740806
7.371509127499146,261.36877597187043
7.9284340761123895,237.58670954278293
7.08810750055417,217.22982276693293
4.101901554884526,207.52905752387423
7.096341041289384,213.64422702094427
6.7766416097015005,218.32258952907705
5.099570072027236,211.2275296115287
5.2988216720531085,214.62960909029067
7.744119726029213,189.54038009497702
7.034935846487417,213.69090117696965
7.699772650428371,226.42978259954378
6.670543516364353,133.74293063763315
7.304693289962606,240.94797596680837
7.801316107519105,247.51204036583107
6.78045477238377,238.6533174178955
7.229461954818717,188.11060046123364
5.919158754234248,234.73764770274977
6.641507676554455,217.7992613296431
5.195179005201876,240.47447409839123
4.343190691105324,232.91809396166883
7.962439345387413,196.17233894433645
6.952419386114953,276.98088203535144
5.2283002998772075,234.89455423243322
5.982387770398226,271.2291001299464
6.541950774163697,255.70444786729823
6.432304379248763,247.19167290437122
6.366056569012316,241.22359953331718
5.741928046200757,200.1275174652944
6.903581981270125,254.65386786207048
5.616773311252746,122.17776651792872
6.603770245132283,224.95570767383526
4.0000113211905015,251.7225932458007
6.838242578047921,199.71675873801885
5.872896911748131,220.25098394514217
3.568727940561006,235.6179996793248
5.8689378794434885,207.7846701672666
6.292934994247844,210.5028124642813
5.4222866022995415,259.1724494219826
6.547505879299286,255.51703235191238
4.888860288749433,206.0580573467108
6.582479492664615,246.7982705206953
4.568748542231001,257.3902511558839
6.15595755144358,279.8361626129698
6.2640736051272885,202.98417772718616
6.628397826172845,142.5332947787025
6.024451927189795,214.43936255522206
5.614909967742208,172.21007270806805
5.478082869695554,222.82620339155736
4.832210301899168,162.47070719066994
6.702611072611193,252.3950465575195
5.251533546098064,207.0738955044369
4.214424647008696,226.59443335190193
5.254461053465135,307.14308472273075
5.517817774898697,184.30340779225432
4.791909296081183,212.7793917322241
5.939558016930512,190.88781691900897
7.568078079131294,258.46569734932285
6.925010304970197,199.3871179046094
3.8712599397609435,223.78129518537918
7.75133550368428,230.72565746390663
7.6768757134614445,251.9637278070973
2.976657181874431,179.01804138487694
6.268690687394997,210.3714630723476
5.865781671386574,187.2560408355197
7.486478430489038,245.94317582379588
4.23299394548006,220.08781399383622
7.781410860723333,206.81003423951356
6.131195061650768,229.18030618483996
1.9136001023129963,190.78987236198984
6.214049754521094,193.19279451756717
5.251237177547077,222.2332834848851
7.820901891449571,226.67485881415155
5.890296797663441,224.03500650648297
5.971333935195514,233.82741587178634
6.325613532449115,207.83382182852313
6.1088940310550655,198.53014738246011
5.245124825135825,220.44297129666302
4.927600974133306,225.3393976423526
5.32223487022793,230.09625866331965
5.39181039346689,181.5471250144506
5.368402263074034,200.3754145431207
5.558798880041877,274.6948670639006
5.734098298341099,151.0074187329212
5.657342840380148,231.53122841539735
4.851671909406585,205.12781269572213
5.86380590502526,197.1573291780676
6.714563687082278,246.2741357845205
6.379525839803068,249.58453948544968
5.603210066309311,229.37004831514517
5.722236813259544,272.3515148273796
5.32456031169681,216.89416713225359
5.897674520907973,284.40567754599306
6.215429738112389,237.08057265781667
5.4843488620513305,139.01091485456078
5.465991688964129,182.36277458324417
7.16525975720522,205.99716178945633
5.25184663000011,219.6725841828613
6.446045298678501,241.52362487591773
5.4870671835539095,203.05957594025355
5.411020881482844,214.28273934035252
5.43571026594787,294.3814204822039
6.02980839794331,209.02571993492668
5.424307027905479,214.74132969182588
6.087102816351363,163.21068666001187
5.6612607895026805,233.4071849642979
6.6381223562506655,249.8302315161849
6.34798079750797,255.84837864067106
5.980563485751962,226.52206539809583
6.274459872401694,213.80164090012556
5.585275737189906,247.89085074301227
5.990643265285035,222.85075166810324
5.5776995397790285,220.6792332072015
6.7539750859057035,191.4346497970157
4.813604902895257,239.42903079714563
6.91671147090838,262.0038317169573
6.983810031966365,227.51073439916485
6.264986748857294,218.62967646730553
6.99183881793125,225.76374799476278
6.653520570135497,149.85082218764853
5.344634795581587,201.12713402746934
6.9179881877312965,222.15334479299418
4.859477433402442,245.7735238144425
6.635619118007461,221.73496393080248
7.086244431660266,252.6849632467632
6.197542846756169,239.07912877812234
4.653208022648888,227.2769512166377
5.592505616202659,269.54970384522767
5.6950795700255386,125.8331643070039
7.225340882660951,177.52543409646702
6.046280703862815,219.5737079951644
7.21957942793869,251.04056293861487
7.641172361377051,245.51375450786404
5.771871188622899,273.7478249087572
5.779754902797853,238.20017166962512
6.261808421409826,178.5844061144727
6.012284942072031,225.64671044672556
5.424043656611311,215.99933409780226
6.32309059796991,261.9240455336582
6.609635476850982,218.06791917530833
5.665032441447043,160.24626313897903
4.3302757554230995,164.1757974529568
7.6014065122731775,266.6170660137672
6.337589493496885,235.40417757191784
6.1541078859622385,187.56782371393624
6.407729136076889,192.25328705268169
5.717378158328006,198.74931928900287
6.285332072101815,197.77138045426778
5.369868206413459,214.0412830337912
6.820336794733974,176.32621663243248
5.471412395401274,215.75306053061007
6.620885283515058,208.00456473434323
5.692313961904775,244.81442803868234
6.453670107269679,266.2083742235607
6.283987874401001,214.32695565441438
6.1383993372009735,190.6917450889954
7.153932959072995,200.0364451270096
6.117374266408563,164.51611658022208
6.564305935223196,258.8981130253862
5.5090723909384085,205.768120125932
7.5537069777661845,225.61796227885353
6.194239023561829,241.87742563118226
6.5328917664084125,238.08362003092483
5.232453066939723,160.2868785535991
6.608984192212726,224.82779361451296
7.616361470015065,254.9648655879724
7.601284919636035,215.28114032701632
7.079438607687516,232.66473842998658
7.887445821886388,225.74539365259935
7.773353858441428,268.9358421128986
7.377914828755788,232.71710477859372
7.47819248622029,203.7298433915689
7.593926639868648,185.2765395142508
5.689132276514066,231.17147017971334
6.832447599614995,150.42628545855396
7.003056752517758,239.58590797567348
6.3925597627807695,239.9888631839015
6.194950884603432,180.73082447659763
6.678083483230348,194.3600396933352
7.0040527157309445,232.85592961546513
5.308418678995334,200.92016641531924
5.934358399514492,236.7421293899127
7.824643936833599,247.71465484481544
7.7909499311044295,257.0444099651706
6.497686510311341,223.11165436450523
6.937879725015775,234.8314505750504
7.308320262371578,272.34179566167825
6.838293805136809,256.48032894495066
5.1360876764272,236.66620594819898
6.8877956058310605,237.97534936827054
4.969596789264938,165.19619535971827
7.0248911752700876,232.47859860333168
6.448242313910886,250.90713528340837
6.865551601824935,255.94766983469623
7.396240767820988,217.84586330376015
6.431503243461432,247.2726237129098
4.029139646143539,194.25490961854493
5.261912688903083,190.4192036157086
5.566192895051564,175.6437687102856
6.1904421625289485,218.11161483767154
6.447263999491676,230.47496849162846
8.04632988762223,246.8813599647984
5.86792540173105,172.4951144212042
7.167928411953457,259.0485614734516
6.810811800826249,161.85351090622385
4.6793618130058565,245.0515672643756
6.456575295121933,263.97791681942954
7.405775214544433,202.09572145557408
5.931144442501424,179.42998088017566
5.773408186713169,246.5942011188999
3.3778955856307387,65.18390885918816
4.909846023737602,186.79771009888978
7.260823415826366,238.03245203528235
7.574320436976588,257.9326802177975
7.329597540540134,268.3259679091526
4.87295690760321,199.47870939924383
4.553525836346348,267.4034588804917
7.466741704771234,274.1915601495568
7.807988888026737,252.95025382312912
5.423006387259692,219.41108459293454
11.707524944460685,217.45892140131426
13.78249177892115,201.82917886920092
8.584730849441714,278.8373510883904
8.398322722881094,147.43816341424997
10.552353364419075,215.1708012524692
12.399610874842901,197.93485971662935
11.192595681523153,231.3064014315887
13.259888084416591,215.43651980120202
8.651584209354521,241.92738711390365
12.367661880206382,242.78243677683665
11.092653569949329,207.1331867464837
9.455381986788725,215.10104374763682
8.176951417105004,240.09261827506194
8.596215246529063,219.9471320958033
11.533434554681381,220.19137659590095
8.411997619084147,221.2150210141711
10.450215764515177,213.36231244646646
10.450336605760887,224.7461660929191
9.219565615450138,214.80633122702372
9.514088404316377,253.4506710463582
11.48571429274829,221.64271258167375
8.376693734713637,244.20863887290287
10.079482140635406,205.00134708821736
10.541874075052773,244.74873713004882
8.819595567054805,248.69768967938
8.906628522393573,217.12608849744015
8.513121353443047,244.34245515120304
9.276135942421801,221.91672014772678
9.673917714878986,230.54124453669965
8.45415110132154,186.18558381315918
11.04449945258562,239.02642863078782
8.54602881479213,198.662042777075
11.79169056048592,218.79349594683373
