px,py,pz,vx,vy,vz
-6.973103049964049,-0.17879553003083948,-0.07681801174457548,33.84680921434664,218.91743303555148,-3.669327880985675
-4.483816357881467,-0.600628425665869,-0.29603590751897463,81.57006726900423,114.12671108202827,-23.807841400665197
-5.108833739635215,-0.4598613147716795,-0.2794990869730618,26.792602628421296,177.85212835030927,1.9638798966003717
-4.579046981028119,-0.5791273506393343,-0.28813136815502355,47.86151454536834,259.24031355369306,9.12213313488849
-5.186775516738427,-0.48173692909011057,-0.23367850445957386,146.61733614550027,223.227640296062,6.678888875863134
-4.724480172739623,-0.5168953329968626,-0.3150257811731143,94.86319222008906,164.06822369577026,-17.378850052329895
-6.596833287151694,-0.2485269423243215,-0.11171733773418126,23.683303267344808,261.18119757846097,-7.105179911025118
-7.786319636413729,-0.055219753603235146,-0.009605675779769278,63.26435328308036,262.47435530003844,6.2703456868918295
-3.7502106464550757,-0.7218461430988823,-0.3726375543135225,38.342878447950106,175.26147362860564,32.12698913219596
-4.895882123794564,-0.48345104274843853,-0.2887043828245016,42.964150794694206,221.0952940209587,95.71855597814265
-2.2455507794492173,-0.9054170995299374,-0.4941248942888409,31.568903764183265,185.15309862888896,-20.54418172634792
-6.583861748163341,-0.2366648790484964,-0.11404020279314993,50.20710879180173,241.36059211595418,22.952419260540193
-2.6538102256651683,-0.823869767210614,-0.5201366203832885,27.157760536612415,278.14682731964007,12.174987849788595
-3.9537132694988744,-0.6468506523579103,-0.3625958552251995,62.48216448395692,206.71020710862405,25.330325640320165
-3.613577063142157,-0.6559259728108902,-0.4183590680881858,66.00960279546553,186.97886657087562,21.19352770793468
-5.257429563112233,-0.43988314958243946,-0.23100245123241392,26.601685770386215,192.108159424671,-52.56783972453165
-5.333179124550273,-0.4587638480779146,-0.2182479672271068,9.294113496470057,138.8364078213998,8.230943961315527
-5.864776153123672,-0.3733101546299907,-0.18169005646095107,34.785414463210735,270.86141593355103,-11.616715551938569
-5.400110796378517,-0.44282321915344774,-0.21064533169531213,50.9004805252192,219.41739480572767,13.212625948528625
-6.238836493537401,-0.30950289379633383,-0.14795733578028034,38.56234436432398,230.86309083203264,17.182282286686377
-6.666900576051846,-0.22002640977537474,-0.12195347718860505,38.12538640024188,204.430431104201,3.4129367086040823
-6.870669136855693,-0.20719193257039825,-0.08980949630895393,21.85411402302816,158.30486997740044,40.58719965710598
-6.690849293716912,-0.23584272154388788,-0.10620941152774532,40.16722927068485,155.88982711502575,-4.101683781234345
-6.537846145183988,-0.23679151367468673,-0.1313408646209907,39.2196794636198,218.1672760005595,13.646261253387932
-5.305443127730731,-0.4653208953723437,-0.22862939109824393,16.201059727459764,157.4457096005044,21.753067901137694
-6.774070727058935,-0.22054147146993544,-0.09784713087570282,30.611203419841146,192.49355943565493,20.14173124175037
-3.2415935502178566,-0.8000963870573508,-0.41627241549943755,23.529996824066842,85.17528591832598,19.728960263308032
-2.774797804510515,-0.8328146145206312,-0.45627646993949816,32.01813221788662,161.3828292760103,-15.401040996256956
-5.362182722957268,-0.4498432078008369,-0.22556578571951655,55.70641244729884,224.06986302661815,-11.464404642420194
-4.624258867524993,-0.5381214309990207,-0.2796974530431263,26.42073778046688,183.21922759188888,-26.75649932407902
-6.583985135353803,-0.2485039654340186,-0.10968861728127449,31.95896012966961,207.40149738180017,18.325203268459298
-4.4049722232143855,-0.5997441968637358,-0.29545508385454994,35.95915254548703,167.30372562587675,3.571387171262164
-7.595142384799743,-0.08486960971701693,-0.023892461052068072,37.79652254771811,232.9387759545163,1.9427344533610753
-5.6377040807074446,-0.40221679757629103,-0.2009003004429293,57.561017441946134,228.19175776209565,-57.428535709525605
-4.897301808362051,-0.5201957959602204,-0.25107987366724804,-4.923970505657332,81.10966331368456,-45.095698606986915
-4.319231012399207,-0.5890644755278154,-0.30391118308265175,41.387662277323464,173.17807651713952,-43.24573711764719
-7.745623484718397,-0.0581990361156309,-0.013039238523562851,42.348469979053455,225.26670851008816,-25.396071825823757
-4.288596596319933,-0.5928650635044171,-0.3226761534423639,99.01367835659968,175.58755004778348,101.54380516963448
-0.4087449700728845,-1.1901514600160392,-0.636383076915876,-0.7134618491458332,-30.347170393841537,-18.523695369740018
-4.491320872507346,-0.5875067315666742,-0.3125053319894008,30.108468066289557,170.0395349594694,-8.403462704487408
-2.5951630829958976,-0.8239023016953285,-0.5148456769164634,68.49280940257178,131.38647987213585,66.9237510492603
-4.182931593127105,-0.6018075343706919,-0.3170516135921789,55.530123207719896,193.72146720403532,-13.26205158249692
-3.1041671375270874,-0.8118396184596441,-0.43171556678780953,27.93341465456534,155.83102270802735,-3.896580531800561
-4.347104943563959,-0.6064534627794012,-0.3206306711582679,12.12455092294267,159.3003698773072,-3.476346493166651
-4.756849936025153,-0.5719541603976704,-0.28371957413532123,21.057953686164296,146.50583234494638,86.65294616423407
-6.663313613938174,-0.2220890646294755,-0.10294765181007735,53.18108213655588,246.66794257751909,-7.036327649193393
-5.347161110580832,-0.47248762121561344,-0.22844531103070032,28.04682236884754,247.82501245736248,-0.2104176379911317
-7.650227819418523,-0.07874838801363201,-0.02000816889179799,51.7802243188127,265.1490733671206,-20.22722248102965
-6.611567074652372,-0.24001254451743567,-0.11204848501096212,25.017932002720308,212.54410276307695,3.3852671165723724
-3.6503728544179785,-0.74308475633239,-0.3652126368949223,35.47446628020585,249.88274326762604,6.642852728366705
-4.174236440293014,-0.6550959846314988,-0.3193671568414109,66.17031021783768,254.79671438858713,68.0196281023828
-4.40933658127591,-0.6159323461167753,-0.30123621151401436,21.96321656300215,161.51043747069,-4.6945852119403035
-4.4644876079674045,-0.6050593707083236,-0.29429672449033306,12.402425108034093,145.5968202973085,-29.21370750881116
-7.9373086822727075,-0.028202644151297376,0.003332022080715343,63.51151586127962,207.66415447003575,12.203689809987203
-4.333177763016326,-0.6355513206919111,-0.32402136809457643,21.976223225446155,246.24023348749597,-34.385108437431384
-3.776434549192745,-0.7257013706727818,-0.34996831019488306,13.55299108524445,154.03032370999605,-18.35998396327888
-3.8072339080854833,-0.6939645665248344,-0.36489033338046745,62.56426574610775,128.4410671601332,19.826511783518935
-5.571580214549967,-0.40977793322695666,-0.20893056983799138,17.743247575634584,186.57677878552317,8.712685421301755
-5.9077566811150755,-0.3470075802642929,-0.17064069134755872,27.989403289565747,241.4022709984433,-1.8117124150039485
-2.487657773962651,-0.9458774643978627,-0.4529850547378104,10.134044802363814,111.90222530080082,4.71977178755628
-5.969826715001525,-0.3373636940250201,-0.1652213013164412,39.72219688523784,193.9176806347211,34.646928928914775
-6.392535733818611,-0.2878046824090228,-0.12425597132270673,55.57551362640167,228.65608955353463,37.31936137759562
-5.980052389059441,-0.3405637087062337,-0.1627208458533898,57.543937080408526,193.8464645095251,11.844556486380522
-5.2610753934331544,-0.41849059298739244,-0.24605594300689929,17.600682531510017,184.79771792354413,-6.621151935186877
-5.200351637034732,-0.49588311395777007,-0.2393934313304918,42.44732314883935,209.66054339273185,-47.26427017623605
-6.272634675188848,-0.3067477648746224,-0.13641688202585697,45.417824991319314,219.1783383033047,-4.274728517034135
-5.7776374713308085,-0.3742577266798684,-0.18968840575036683,94.97425946135685,166.00957787056413,35.38130163358669
-2.6900710985760723,-0.8656495707058168,-0.46898412787872185,9.198351805145096,101.37584057179747,-43.95719012503997
-5.071721347566743,-0.4679219262000844,-0.26190321694538543,22.74410133820835,163.56020850084826,-35.239102529267996
-2.621446269896542,-0.8751190974171001,-0.47199575072779226,-14.722587240496374,-90.85884538516513,-69.01076967853463
-5.750120987597434,-0.40299661985936397,-0.18891165990752573,18.882243746206612,212.80536599114777,4.576471499212963
-5.444070339529499,-0.424161003619939,-0.20503380116371367,42.10883491455944,168.00419215388138,-4.192896208083371
-5.233516150527343,-0.47688177435523543,-0.22253465760145175,13.667163045695677,168.57776609780615,-34.10018269256635
-6.5174162995191764,-0.2649661119583874,-0.11463919180592988,37.86396669156775,158.5895359105331,0.6331023222784218
-8.001786280837116,-0.019102320883590457,0.010077565912118185,21.565815713458093,239.71487463935782,2.913328082491383
-6.959428424456962,-0.19529694132353284,-0.08320095777378167,36.230843010721614,197.5347447749034,0.31470799361392054
-6.350730630871133,-0.297163823742838,-0.13795770838071925,45.51137599357918,263.0176517576984,44.09167679088343
-4.306132472830987,-0.6057732593237501,-0.3185545954568589,97.28034669125591,177.25873150851984,-88.9241160357995
-3.5391318459816175,-0.7190487331464344,-0.37223533039571016,39.01930017287812,204.47923238569453,-12.462145554481776
-5.999597481959842,-0.3146334395562228,-0.19023168496108123,41.71218167023862,212.3722572567898,19.867895362866278
-7.11869147313761,-0.16783879630198062,-0.06893213122603202,18.20666006038834,213.8225638335981,47.22775826766949
-4.859220221646204,-0.5144486676203106,-0.2575379762744316,48.952413230692606,218.25800423685266,56.00741416757
-3.7104460487330453,-0.678713222202556,-0.4156463293149941,80.4051023091599,233.08655230121678,-13.870987829296501
-4.869913511143878,-0.49936626032983045,-0.30064613958239544,48.21014292075171,274.6367077735826,-56.84674588821268
-2.810394255134582,-0.8862550565000626,-0.45126961485653533,70.14264758519114,152.65911671438232,23.719932783802456
-5.330681316021432,-0.46601279184227273,-0.22706374388345058,23.218848344105982,182.48469265661817,41.35507835275935
-3.8900264580947748,-0.6619565061531467,-0.39151091098050117,24.919660255524366,184.32487030177268,-27.208217869866385
-1.7926509696314483,-0.5880161423080557,0.9122377959314312,77.67382086530634,38.95695790868388,-69.42576137921932
-3.1145498947472623,-0.480821455094203,0.7011413383323325,134.75573636740884,204.53176225081145,35.259179684020175
-3.951285976988654,-0.3858784857663832,0.6026798624753357,28.454188197805376,241.84508474274568,55.924777573249045
-3.0798078207017663,-0.3895371091522617,0.6924022813010808,76.56516611193302,242.00681628718675,-13.861905373911735
-4.002290364290602,-0.39029285677488845,0.6090968179520775,37.327437897829185,106.54934315213227,20.004132450668628
-3.955890620324536,-0.3968595661413822,0.6172468204974666,135.43522705207235,100.88726268439626,77.8873976438873
-4.010072357567326,-0.39065942257859027,0.6094367772214181,54.06511723996135,65.78247196412474,82.15334914648135
-6.797379550814113,-0.20187881192586532,-0.10831287674500578,34.030820728002126,218.78326058788625,18.33339795931367
-4.462612829542365,-0.3359614944698933,0.5363570040867999,47.544771694216216,223.91564377956885,15.31459967780833
-5.663026210393133,-0.1838465301499961,0.34669439911343886,43.73425306779962,253.53186510414824,30.22643085929521
-5.67770928207183,-0.22843024563066588,0.3672390816266225,69.9317437443836,178.32290561008517,-14.914295426521118
-4.645007858359919,-0.32240891980623165,0.5140851552434762,38.99267634877081,231.43043178381447,13.744356394430666
-4.623531174702033,-0.31313764371912145,0.5098326000742104,30.76983067494111,97.27288510851413,60.15600142004174
-7.0135718486369445,-0.09896870898518903,0.1754280823901687,44.698830505515396,240.00709360702146,0.01807373150924261
-3.1252927850349375,-0.4917190922169269,0.7508263696351503,63.9011753695368,-1.3764140577910557,93.62059202581135
-1.5496700156490868,-0.5867604422799221,0.9405669800080544,64.1408224311291,194.89851114427657,4.622715764919655
-3.0245673234625254,-0.46837950622537455,0.740516413006074,110.73565648085697,91.55395913490791,29.581071245242583
-4.875770806577148,-0.23410222008301512,0.4416902085910002,69.42462345042222,232.7855451492598,11.587673362888944
-5.1262072271580905,-0.275226198667105,0.444867137308326,17.904170335695447,186.78833115384307,-7.09955479073322
-7.053939406510271,-0.0978242256015549,0.17220986036846053,77.89887255523023,229.8131905182759,-11.326528070314113
-6.490934833724305,-0.14819517075552713,0.250819502431057,107.55497368029928,206.83427125133815,-37.83208070913203
-5.1699575847873325,-0.2842356015495907,0.4309372839340721,91.57973839317779,162.9220375151294,63.80715676794154
-4.4199176435514635,-0.3414777851299592,0.5475847335719152,13.04875355947885,193.184518025182,73.47709267407757
-7.425033418746867,-0.06721720279616146,0.11775408358081385,60.057954311363886,200.45810857277155,-6.7422495919159875
-4.579934354236006,-0.33967737780958435,0.5116993076544407,36.964717061425404,168.53076756052576,28.610238950405087
-2.1027986145922535,-0.5784310044674258,0.9066320359049728,160.8505346329128,-6.816379590735521,137.81930767308484
-6.050325387429896,-0.1996406561699767,0.32589814206188655,54.8231474812184,215.9904906264449,-14.875079510928245
